,a,aː,ã,b,d,d͡ʑ,e,eː,ẽ,f,h,i,iː,ĩ,j,k,l,m,n,o,oː,õ,p,s,t,t͡ɕ,u,v,w,z,æ,ð,ŋ,ɑ,ɔ,ɕ,ə,ɛ,ɡ,ɥ,ɪ,ɯ,ɯː,ɯ̃,ɰ,ɲ,ɴ,ɸ,ɹ,ɾ,ʀ,ʃ,ʊ,ʌ,ʑ,ʒ,ʔ,θ
abrupt,0.22461969099685852,0.15123527920381588,0.2594555914402008,0.244550597202866,0.2619109302854597,0.3383902874257829,0.20588168801327644,0.1580875888466835,,0.15664233603220346,0.19458053123354419,0.21863098038780485,0.17581485398113728,0.3081238269805908,0.19833321528627523,0.23393806959032093,0.23290424568592857,0.2310812611588718,0.26080480226353236,0.1866029175554617,0.10520153492689133,,0.22110107931851136,0.21950631167254908,0.23603824727568748,0.2934746955122266,0.17469943998062545,0.09908132045529783,0.16723663210932047,0.22231444484657711,0.18468955166022713,,0.22622189971041592,0.20596552771680496,0.19152421329030128,0.28945396419452585,0.27591196044865585,0.21499629556150227,0.23745009753881643,0.18555459255973497,0.23001111193200735,0.29233196557880514,0.1802308958555971,,0.19557664096355437,0.20680545974108908,0.24207317863625508,0.2709350160190037,0.2376026691759334,0.29296712656604484,0.20666173925002415,0.17894512947177424,0.20630092769861222,0.25525557579607183,0.30650559812784195,,0.234783533617462,0.20229944959282875
continuous,0.030094230259239407,0.028051155076051753,0.033059454833467804,0.026587405648264607,0.02943581444983426,0.03691460463133725,0.027945827979610188,,0.023288782685995102,0.024851610516072126,0.024124839745803876,0.02862767373632424,0.027550653514006863,0.034813082311302423,0.02884780729758754,0.029486756563490424,0.029931773767154904,0.028156445472758362,0.0315078620219535,0.029453956187803294,0.02079374094804128,0.030384871643036604,0.030082745555835073,0.028178379079677858,0.030620111247736063,0.0381366049907134,0.024346697356552403,0.02320591962013982,0.026704075836448692,0.024944503132447404,0.026033745475989932,0.026966609060764313,0.03236033572619575,0.026738242918832436,0.028331742098089308,0.03332303209524406,0.026927659227101115,0.031350164832399476,0.02940823508639853,0.024316183601816494,0.025719556189550644,0.03594463220439462,0.029239031342932813,0.03221097998321056,0.034281790699987186,0.03273703996092081,0.0310768517665565,0.03388745464384556,0.026663695426227953,0.03444382799013208,0.02597251912248471,0.02454951406901546,,0.032425202003880604,0.035070822693598576,0.025646179914474487,0.027856894792654574,0.028416668064892292
exciting,0.20536213249289584,0.18852605298161507,0.23460387190183005,0.21058443820221737,0.24113531403415456,0.2939430315185476,0.19947419862728566,0.15000798925757408,0.2017110139131546,0.1580679690135947,0.18465324493876675,0.20712303584209746,0.19152974945149923,0.2359454557299614,0.19837515326625293,0.21640022114944155,0.219942035736394,0.20500153984856068,0.2471038058350017,0.1806552852116156,0.14237255230545998,0.2526993975043297,0.2081243393284985,0.2050992471154327,0.22709614298350805,0.27841193318537627,0.16655888705872116,0.15351173559983455,0.16737104385324875,0.17817801472112405,0.1714515318704206,,0.2040638669355919,0.19399978800823814,0.18537693881345066,0.2555951222968407,0.24746736465545183,0.20627211024249706,0.22878751243561357,0.14188265714507836,0.21256116323901297,0.2665501329600535,0.21796736598778993,,0.22002693762381872,0.19869160851360196,0.2239445269402891,0.24836945595840612,0.2127273292895758,0.2715696488965803,0.193181077111091,0.17268141027953887,0.21220847591757774,0.2564153879538053,0.28168840855360033,,0.2090194767385017,0.20844374100367227
calming,0.08199600353918521,0.06620432138442993,0.09606318548321724,0.07432146482207573,0.0840243674042579,0.09819302625126308,0.07186349507492895,,,0.06521879625153926,0.07184480022835105,0.0817462248194361,0.07665149536397722,0.10243396212657292,0.0774649326265061,0.08221407789750222,0.08236970556738232,0.07754706065812955,0.08803816613659576,0.08274594226932269,0.06433547846972942,0.09196242938439052,0.08532177758766116,0.07681949691931633,0.08372601538381759,0.1021864562667347,0.06741382275224743,,0.08164304758732517,0.06693555530950879,0.07647288218140602,0.0816865935921669,0.0960602416928698,0.07302148210314605,0.07522972012382179,0.09311668783426284,0.080835079587996,0.0891777476266263,0.08413572800687398,0.07714548334479332,0.08197777945062389,0.10335421451003973,0.07937271635119732,0.09588322341442108,0.09900273421877309,0.08885852287390403,0.08885749670056005,0.09934827482158487,0.0808581078890711,0.09754616491027646,0.0765246536413377,0.06859107757918537,,0.09057513084867364,0.08862111823899406,,0.0852930487153378,0.08609317615628242
hard,0.11507501436980956,0.10499955105650075,0.13852015733718873,0.1243681395875282,0.13603022796542044,0.18158657401800155,0.12260839959180747,0.08234231686219573,0.12047906965017319,0.087188782303461,0.12253400526519509,0.12344047206012028,0.11311591230332851,0.1449202373623848,0.1107972549562688,0.12403629278873182,0.1276824349176531,0.11792670975615135,0.14227054983924484,0.10665218027267973,0.042551157996058464,0.11482670158147812,0.12656913309455375,0.11286566246795324,0.13065441849578716,0.16881418050598068,0.09573214887615374,0.07234201668983414,0.08968373762544825,0.10768283375849326,0.09715693665837699,,0.11721285275531249,0.10868239441475311,0.10884741143232747,0.1513546137243844,0.14244403636603542,0.11015158883497984,0.13101915196112635,0.11741604283452034,0.11837079198587508,0.15555252351636056,0.1255982795357704,,0.13112024945162593,0.12638425764938196,0.12846364703669091,0.14420525319874286,0.11877769139568203,0.1563779268114046,0.10494370331392862,0.09864869586843161,0.12479897867888212,0.14590385125313848,0.17892834200308874,,0.12185811210009787,0.10353152034804225
soft,0.0418796865551357,0.03824795324068803,0.051407715305686,0.039652345438860176,0.0429042237521852,0.05412692700823148,0.03635344288083772,,,0.036390483777319196,0.03489731443748087,0.040963151616436995,0.04487337246537208,0.059679482132196426,0.041321515136441195,0.04293407467870924,0.042894335267518645,0.04171474594266425,0.04634347253420977,0.040038444938233254,0.035750605165958405,0.052974277175962925,0.042960508745278264,0.04150399682724723,0.04297051936084563,0.052368771187175714,0.03483736059549439,0.033159066922962666,0.03952200418096392,0.038267740494289194,0.04126188480718569,0.04433443769812584,0.04970623975096955,0.039168300152551835,0.03856569395866245,0.05132206156849861,0.04391796956736296,0.04444574216625305,0.042736438652201225,0.03899096037176522,0.04100800577075558,0.05260547526265387,0.04586759056629879,0.05024484470486641,0.05335956426958243,0.04852739812503028,0.045782178610799806,0.05237725030245452,0.04250415799117858,0.0496027426383758,0.04290947883855552,0.03767219701160987,,0.0479850295375025,0.05123013524072511,0.0402337983250618,0.04355483285266243,0.047254253178834915
happy,0.10559313277546903,0.09773283327619235,0.12014198303222656,0.107576736750511,0.12484046650316678,,0.09758520689912331,,,0.08447766195361814,0.08516647988317176,0.10075826150086778,0.12695663049817085,0.14389725029468536,0.09978225826231575,0.114722047642416,0.12614151360554035,0.10892994456488203,0.12727515473296597,0.09925792266237837,,0.1410922333598137,0.1179544410668561,0.11243450738440611,0.11971453243347172,0.12900074182645133,0.08934491160744884,,0.08524567782154513,0.08404301727811496,0.10359062866440841,,0.12807286489832195,0.0978933108272031,0.11376797918723348,0.1298143816077047,0.12307118061053403,0.11175333691591566,0.11779133922622338,0.1083571029206117,0.11632386476008429,0.13694941182579445,0.12485456253801074,0.1379837691783905,0.12728300830349326,0.11843485963929977,0.1158396115526557,0.12855078821832483,0.12191419979851496,0.1307615082948766,0.1262412579464061,0.09207600060229501,,0.11215615311212947,0.12103955447673798,,0.0997306310126315,
sad,0.027600473909442647,0.02898753931125005,0.026152469217777252,0.02908892639088992,0.03504416903126098,0.03868904461463293,0.02544790963034353,0.027871497596303623,0.024571234360337257,0.02314182085859956,0.03299619311777254,0.028291734286008858,0.027606151066720486,,0.02499910545653649,0.030842242357398856,0.029300500648961364,0.02806394006241049,0.034240632045762116,0.027346519522649344,0.02558402655025323,0.02968735061585903,0.029556344670755238,0.026893293378011565,0.029395584979405007,0.04096392635256052,0.022419683043672534,,0.02529198001138866,0.028534115721973088,0.027476383308912146,0.03312692791223526,0.03501197815702487,0.027375687885543575,0.027713388728443533,0.036254377839596647,0.03291473384289181,0.03022225759578524,0.028677435797574796,0.0302480086684227,0.03146554432099774,0.038428573595704764,0.03295059525407851,,0.035988860364471166,0.035538382828235626,0.03385393197337786,0.036268300376832485,0.030495463341877267,0.036010287592516226,0.026782889412168193,0.029153163810925826,0.02969423308968544,0.03772221477184859,0.03784732303271691,,0.03362278301002724,0.04136629030108452
harsh,0.2121293746241895,0.20852642841637134,0.25829713642597196,0.22277466038630722,0.25043251201090455,0.32910223056872684,0.20616484474966354,0.15628732554614544,0.22235001623630524,0.15994811348065271,0.21232793813364376,0.2199740618868616,0.20932206138968468,0.21765995025634766,0.20340817975446435,0.22717965936996776,0.2289173260742969,0.220764241768601,0.2599800027224295,0.19515081619687913,0.1505877934396267,0.22049248218536377,0.21761887192858104,0.21011770528727203,0.23718996751775936,0.2997673097711343,0.1796885066834948,0.16042111192418393,0.17689212148815922,0.19419966241910905,0.1895353655138659,,0.220701506640546,0.20317952664092528,0.2058451830076852,0.2830980222539178,0.24942390581017398,0.2143901126903205,0.23919173056001086,0.18938843693052018,0.20642572218208638,0.2851291390721449,0.22906078690929071,,0.24487197399139404,0.22822655458003283,0.24166526177594827,0.28292550692955654,0.2255657169660297,0.28914167002464336,0.20077238075226267,0.18239026644519066,0.2015606090426445,0.26133908240057874,0.3053068770812108,,0.2271175760154923,0.2248321371152997
mellow,0.09538434945579845,0.09670918541295188,0.13393349200487137,0.10453971102666844,0.10869194292029678,0.11850912827584478,0.10641616427956412,,,0.09531974857773418,0.08392736614754825,0.09643209308577012,0.11361896544694901,0.1535560538371404,0.1010633280143495,0.10042341614500906,0.10871548980619321,0.09970308625147745,0.10693062581284507,0.09897716372151744,0.09889781723419826,0.1435018740594387,0.10122283878019636,0.0949630151841934,0.10209474370391931,0.12449494032343336,0.08440910062338706,0.14532728493213654,0.08056232327611274,0.10444660619315176,0.11168499159462311,0.11620479822158813,0.11630707177533957,0.10436189989559352,0.08921014656639331,0.1308403132855892,0.12825622144201926,0.13046634073058763,0.12517766229213043,0.07649451326578856,0.1127805669062041,0.12165417559141341,0.12616591745366654,0.13132264763116835,0.12312064617872238,0.1104166822524758,0.1099019404245566,0.14254684631641096,0.11435370635369728,0.11979059802803174,0.10647086521326485,0.09204174712409868,,0.12397822617296723,0.12718093739106104,0.1188775971531868,0.12513285475796548,0.12226597405970097
heavy,0.10900776028000395,0.1049451557546854,0.12596313208341597,0.1159106973246073,0.12978881065109163,0.1689075930760457,0.10690186422345335,0.09090913832187653,0.11508838832378387,0.0764676300157796,0.10633131941237176,0.12827502235978688,0.1059379234377827,,0.1046474176286235,0.11743704705394506,0.12150054941579695,0.10912535280390019,0.1295448134692342,0.09655301741666739,0.037763811647892,0.1262459047138691,0.1210487741872099,0.11595153341892708,0.1289245770427335,0.15024592667439227,0.09087560145543423,0.05140400714137488,0.0860687769217553,0.12179042436898901,0.08213468972179624,,0.1071038225861057,0.09548259575967677,0.10688928105527054,0.1418041697679422,0.12599855467963678,0.10273911518355211,0.12160046017549568,0.08121591806411743,0.13357161697266356,0.15051823595588837,0.11079870276153088,,0.1347173952630588,0.12520654002825418,0.11875092392058476,0.1449933707714081,0.11356508819800284,0.15172973539560072,0.0930640022485302,0.10758357458312204,0.0750216655433178,0.1364579435780778,0.15749408379197122,,0.11493871049447493,0.10763342057665189
light,0.03217078956778554,0.02937275848605416,0.0394634393354257,0.031242561363905703,0.032914850678511715,0.038543086898114,0.030927109948048988,,,0.031238082836600522,0.0289302464791045,0.03174230302083733,0.030992267992008816,0.03878863006830215,0.03176474059118928,0.032437667054274776,0.034932295747259076,0.03213572933437328,0.03632291819532206,0.029842193761787858,0.024250194430351257,0.040216042349735893,0.03504940009524622,0.03184879859103297,0.033418671176502934,0.04039117062730449,0.027516509715812005,0.027901091235911564,0.03000767602986254,0.02983156816535817,0.03297927165717891,0.03272855654358864,0.033671427642898356,0.033162202449007465,0.030050740530160033,0.03736859108010928,0.034908381796145124,0.03313766966930839,0.03168663228428017,0.031052810916056234,0.03262333988302177,0.03907778312398874,0.033220072643774926,0.038158508390188216,0.03982095814176968,0.030812946227631824,0.03403838730038523,0.0409884179631869,0.03243851799878382,0.036723260341804155,0.030501100658704112,0.028806986252539885,0.04531887546181679,0.03798851056654059,0.03560261573228571,0.028766199946403503,0.032579917303071575,0.03445413584510485
inhibited,0.23803840680141514,,0.32323893904685974,0.18310346502471975,0.21719680935288396,0.3265171194076538,0.230662423013537,,,0.1322898868365137,0.15417526301462203,0.20954082985826383,0.20427658582727115,0.3049481213092804,0.21022095998944337,0.21475497131721988,0.21045312449486567,0.18506015751357885,0.2504096345923199,0.20739760203212237,0.21003780762354532,0.27822570502758026,0.20201756104348614,0.20553619646086066,0.2209296233892132,0.2953045096404281,0.15197036620643403,0.25855568051338196,0.1815130226198932,0.2713711919883887,0.17695140689611435,,0.2499429738319878,0.18495356664061546,0.1856655319354364,0.27577640851959584,0.20887202474599084,0.19237995623714396,0.21802063916252645,0.22129815071821213,0.19907823448831385,0.2852163110038277,0.17769474908709526,,0.30333253741264343,0.22333476329461122,0.23998236909825751,0.25111267529428005,0.23260100816304868,0.28092830372708183,0.20772065470616022,0.19144065584987402,0.23036808148026466,0.2344361563154962,0.29594314911148767,,0.23427834391996666,0.19053774178028107
free,0.02901286039104358,0.02568841852406238,0.030939580872654915,0.029580337341991992,0.030936473177780695,0.03591512713362189,0.026234022873001507,0.022649906110018492,0.023286085575819016,0.026058002633605644,0.026649094243167026,0.02826592887380089,0.027848328995917524,0.033023675282796226,0.028247330949332537,0.029398859031273067,0.030968135201226127,0.02891893068684058,0.03240021255153942,0.02708700989106335,0.02432196866720915,0.031762258460124336,0.031129793481097116,0.028345717164597266,0.03041769262096672,0.038001480763315734,0.02494793157880577,0.022263613401446492,0.025189697919680742,0.026633189334588112,0.027356060622096584,0.02775765024125576,0.03015882945150907,0.029253898118372246,0.027046198968718266,0.0328851408280787,0.03058024699254469,0.03023511048174764,0.03016130473967918,0.026406355850074604,0.029778404329277454,0.03516302556365272,0.0297098335605569,0.03218909502029419,0.031677374664025426,0.028975473798345773,0.02976521996683196,0.034712581092427516,0.028754490378655885,0.03403384235680552,0.026335600336533708,0.02688203300268554,0.023248642683029175,0.034844569439808716,0.03409573808312416,0.025943176820874214,0.028428584130273923,0.027811250028510887
masculine,0.24895914562201887,0.22080686539411545,0.2950480878353119,0.2653840987711514,0.28802836572373275,0.3858240218389602,0.2986688988188318,0.27574098110198975,,0.17478273683408244,0.23403063259626689,0.2841867152383313,0.22902754247188567,0.2603176236152649,0.2501159011339094,0.2684083582517589,0.2664625655558553,0.2750278275207093,0.3132593636082597,0.2264886473121947,0.09608063474297523,0.33744925260543823,0.26156151682916895,0.2610050684871503,0.28738555141075983,0.3526836962059692,0.195287088080224,0.15909753206606003,0.2004601367097785,0.2367082985459382,0.1937548734602474,,0.2480959184140962,0.24087290444544385,0.2256656222577606,0.33010259873288517,0.293074728702164,0.2762732184122479,0.28850432246791335,0.32405075430870056,0.24678016713885373,0.34522506155549215,0.2523388915202197,,0.32307595014572144,0.20535858968893686,0.2842401045409939,0.3090482037514448,0.2676317331545493,0.3536851499594894,0.2259582708327052,0.21399195090826642,0.18046460300683975,0.3109473436266643,0.38153451222639817,,0.27335811829493367,0.22915207346280417
feminine,0.08138485761977968,0.07536837011575699,0.08716902881860733,0.07849739286252576,0.08195997940169442,,0.07891030287809246,,0.06369596719741821,0.07272575529558317,0.06580224459369977,0.07564643997118245,0.0771000576870782,0.10705597698688507,0.07862545993023862,0.07940272106190166,0.08054749606506818,0.07905603118650043,0.08427752412036088,0.07853551494028556,,0.08940614759922028,0.07762140012468591,0.07386203575125408,0.07897404886147015,0.09642498953122042,0.07040768046595756,,0.07631521684428057,0.0739041922820939,0.07135149911046028,0.0786595270037651,0.08944650525561877,0.0681854027012984,0.070987310881416,0.09311638644029355,0.08555622674621545,0.09439350139688363,0.08776477211051519,0.06133127026259899,0.07716372708479563,0.1004367423842528,0.08262353390455246,0.10522450879216194,0.09578106179833412,0.08675925238501458,0.08856676674137513,0.10224236068981034,0.07572046633471143,0.09022082996211554,0.0788116306066513,0.0665838778950274,,0.0879826457134651,0.08348419836589269,,0.0803398444856468,
solid,0.10263396403810662,0.052295517176389694,,0.10577548938504473,0.10934908369940426,0.15517823696136473,0.1326469355173686,,,0.08127399225562038,0.11007994053264458,0.1253765376006807,0.09701810963451862,0.14186565577983856,0.12000417171899849,0.1094840161617382,0.11623555259505373,0.11159106405977742,0.11980543006221309,0.10616112227635724,0.09108203835785389,,0.11301805477495552,0.10635017905132993,0.11851808995395305,0.14561938302767757,0.09597379811476547,0.0834026481024921,0.08779837058650124,0.11702638898952668,0.07436076262775733,,0.09794897250154232,0.09244023055902549,0.08566440742773315,0.1335819773375988,0.13365684888724771,0.1270470945785443,0.12556255515342113,,0.10503735232891308,0.14155165693174354,0.09937387406826019,,0.13601177434126535,0.08846256555989385,0.11159800971487918,0.12295229639858007,0.11369954833182795,0.13531898752306448,0.11075367501803807,0.09125531395562948,,0.1255577602591671,0.1466700020763609,,0.11623352542016152,0.08103051160772641
nonsolid,0.1217059230233468,0.10735810388411794,0.13236168452671596,0.11999462175535931,0.13066067532454476,0.14518571002730007,0.11321807795320957,0.10067049910624822,0.09776539355516434,0.11051178470444985,0.11044104282251176,0.11938581621692387,0.11017606564258274,0.14061078429222107,0.11348282882322869,0.12206119561302853,0.129559193650476,0.12136958565203212,0.13955903771930098,0.11773503507401623,0.09067092649638653,0.13381155729293823,0.12967306907079745,0.12244858724490681,0.1296640988808691,0.15156414766889265,0.10566404755920271,0.08597406654646902,0.11043429319726805,0.11208128368393977,0.12810230006774267,0.11405465006828308,0.13392343187427827,0.12641635441627258,0.1188167950791948,0.1344190095226432,0.13231964304688432,0.12875100658886662,0.12781496773525064,0.11391776318059248,0.12367885012892967,0.1472009835670687,0.12065078190914015,0.14403014381726584,0.13637375947501923,0.1204918269668856,0.13475878559984267,0.14472471729472833,0.1250917828745312,0.14041444604786543,0.10997554241884046,0.11804763778323019,0.15560382604599,0.14508475892027212,0.13733280743613388,,0.11886923373318635,0.13000677824020385
tense,0.2568682547350597,0.2227798127443404,0.2890009209513664,0.25368783654364796,0.28468235574413936,0.3724541741032754,0.26104509683214444,0.16563029028475285,0.24508355557918549,0.1747819753581712,0.22044683012228722,0.25691331738335965,0.2459450349535631,0.28421560674905777,0.2253345713462131,0.267938081679726,0.265843362891734,0.24882893053303634,0.29806113451130045,0.22196008899400382,0.2034754827618599,0.24064666032791138,0.24878448089473096,0.23339527959252396,0.2966297341974166,0.36526280189873417,0.21052997985908894,0.19426809126176897,0.19874328510254421,0.20432070060228927,0.2129456988740258,,0.2537452942186254,0.24184701268572406,0.22873976325084056,0.31096515830902927,0.29219777173374173,0.2500689436950805,0.2720440736980442,0.1990233387798071,0.23851550513735184,0.3364709563115673,0.25461356558146014,0.3142390549182892,0.28188496496942306,0.24345444436543262,0.26985668545624,0.31369259506464003,0.2580367273038572,0.332251359309469,0.23025792690726063,0.20119074049692315,0.2279866576194763,0.3131279124337619,0.34099114735921227,,0.25273289520180586,0.25404828786849976
relaxed,0.09988234029608688,0.09069596727689107,0.11235941015183926,0.09558406944006965,0.11123999093387445,0.12244648188352585,0.09115300316892092,,,0.08824188672006131,0.08769963619609675,0.10094931578432817,0.09499380116661389,0.1284456675251325,0.1010544427541188,0.10327085591553828,0.1072270465523441,0.10219925774756265,0.11310296862618696,0.09899054910273611,0.07812826335430145,0.12563308142125607,0.10759031049817676,0.10285438117992597,0.10639380500699036,0.12683526041889281,0.084676803776643,0.06110301800072193,0.09476340072916994,0.09630903742538814,0.09500461503079063,0.09953337907791138,0.1209564401066844,0.09760651475674398,0.09373986877001929,0.1186264562778748,0.10644708822170892,0.1173381734593415,0.1096531956980114,0.09597760545355934,0.11139044037887029,0.12628832185627967,0.10212714934632891,0.12123125605285168,0.12026058793067933,0.11268439493142068,0.11247669539923938,0.12333925899404746,0.10125576418179733,0.11982838902622461,0.09762383901485891,0.09278512006410612,,0.11385362210799198,0.12125481044252713,0.09028372168540955,0.10622784402221441,0.10740944370627403
dangerous,0.2044411067439918,0.1891912837823232,,0.21113069107666957,0.24158263988332984,0.29641327261924744,0.20746656144276643,0.15188512951135635,,0.14901601847653326,0.18706448989158328,0.19655338077211693,0.17289623532157677,,0.17346481454691717,0.21195094525954117,0.21532317767580725,0.1975485975850067,0.2570816979030048,0.17186039629370325,0.14132188633084297,,0.21417321973907844,0.21251023010476983,0.23034206860333173,0.26834528973059996,0.15496313032137143,0.1307686262094138,0.1524015382789457,0.1816720386700971,0.15968124620747148,,0.19145294448886163,0.19221029746713061,0.19039282768362148,0.2553342704115243,0.23395784172074247,0.20853129456006977,0.224270917465755,0.17620821297168732,0.19483962608501315,0.27294034133642325,0.1951604996408735,,0.2741168985764186,0.1789938321337104,0.2392218957950429,0.2607757933437824,0.21246759817004204,0.2701914395604815,0.1676670857705176,0.16711307614971044,0.21954034268856049,0.25910860469612557,0.27048059925436974,,0.22617928425268252,0.18061798810958862
safe,0.030210919334737737,0.026364180631935595,0.031068291515111923,0.030238724102464736,0.03150734393222427,0.030137504554457135,0.024809646435568447,,0.022086570039391518,0.02766390547621995,0.02655586610405297,0.029799645036067544,0.029212462715804577,0.034882879350334406,0.0285157825396056,0.029257073543118316,0.03208493052478333,0.028670645123518003,0.03325217714491116,0.027710265584293868,0.031729746609926224,0.03125456161797047,0.03371163550167934,0.030112575615748472,0.0317272426706951,0.03663330046413466,0.025886190507966148,0.02010303921997547,0.02735873898073864,0.02660437438774992,0.02989691933212073,,0.03052735214498748,0.029407384287979867,0.028206516057252884,0.031289645470678806,0.031896599178158104,0.030136256849531223,0.030427475139658863,0.026924726952399527,0.03158589400351047,0.03635950512223825,0.030422501545399428,0.03151298873126507,0.032498487847901526,0.030841501367588838,0.030915378668421024,0.03471913002431393,0.028713751860238886,0.03389433305710554,0.028598004661790737,0.027980818578630294,,0.03512645461471118,0.0307436255472047,,0.029275248109391243,0.02946415450423956
